division,mandal,mandalCode,schCode,schoolName,management
KGM,JEELUGUMILLI,281501,28150100101,"MPUPS, RACHANNAGUDEM",MPP-ZPP
KGM,JEELUGUMILLI,281501,28150100201,"GPS(TW), JAGANNADHAPURAM",TW
KGM,JEELUGUMILLI,281501,28150100301,"MPPS, PUCHIKAPADU",MPP-ZPP
KGM,JEELUGUMILLI,281501,28150100401,"GPS(TW), RAMACHANDRAPURAM",TW
KGM,JEELUGUMILLI,281501,28150100402,"GPS(TW), REDDYGUDEM",TW
KGM,JEELUGUMILLI,281501,28150100404,"GPS(TW), Dibbagudem",TW
KGM,JEELUGUMILLI,281501,28150100403,"GPS(TW), ANKANNAGUDEM",TW
KGM,JEELUGUMILLI,281501,28150100405,"GTW Ashram School(G), Ankannagudem",TW
KGM,JEELUGUMILLI,281501,28150100406,"GOVT JR. COLLEGE,  JEELUGUMILLI",GOVT
KGM,JEELUGUMILLI,281501,28150100601,"MPPS, T RAMANNAGUDEM",MPP-ZPP
KGM,JEELUGUMILLI,281501,28150100902,"GTW Ashram School(B), Jillellagudem",TW
KGM,JEELUGUMILLI,281501,28150100901,"GPS(TW), JILLELLAGUDEM",TW
KGM,JEELUGUMILLI,281501,28150100801,"GPS(TW), LANKALAPALLI",TW
KGM,JEELUGUMILLI,281501,28150101101,"MPPS, KAMAYYAPALEM",MPP-ZPP
KGM,JEELUGUMILLI,281501,28150101001,"GPS(TW), BOTHAPPAGUDEM",TW
KGM,JEELUGUMILLI,281501,28150101102,"ZPHS, KAMAYYAPALEM",MPP-ZPP
KGM,JEELUGUMILLI,281501,28150101201,"MPPS, P ANKAMPALEM",MPP-ZPP
KGM,JEELUGUMILLI,281501,28150101401,"MPPS, TATIYAKULAGUDEM",MPP-ZPP
KGM,JEELUGUMILLI,281501,28150101604,"MPPS, CRR COLONY",MPP-ZPP
KGM,JEELUGUMILLI,281501,28150101602,"MPPS, SIRRIVARIGUDEM",MPP-ZPP
KGM,JEELUGUMILLI,281501,28150101605,"GTW Ashram School(B), Jeelugumilli",TW
KGM,JEELUGUMILLI,281501,28150101607,"APTWREIS JR. COLLEGE, BARRINKALAPADU",APTW
KGM,JEELUGUMILLI,281501,28150101606,"ZPHS, JEELUGUMILLI",MPP-ZPP
KGM,JEELUGUMILLI,281501,28150101608,"MPPS (NO.2), KAMAYYAPALEM",MPP-ZPP
KGM,JEELUGUMILLI,281501,28150101609,"MPPS, JEELUGUMILLI",MPP-ZPP
KGM,JEELUGUMILLI,281501,28150101402,"AIDED PS, TATIYAKULAGUDEM",AIDED
KGM,JEELUGUMILLI,281501,28150101603,"MPPS, JEELUGUMILLI COLONY",MPP-ZPP
KGM,JEELUGUMILLI,281501,28150101614,GTW ASRAM GIRLS HIGH SCHOOL,TW
KGM,JEELUGUMILLI,281501,28150101701,"MPPS, MULAGALAMPALLI",MPP-ZPP
KGM,JEELUGUMILLI,281501,28150101702,"MPPS (NO.2), MULAGALAMPALLI",MPP-ZPP
KGM,JEELUGUMILLI,281501,28150101703,"ZPHS, MULAGALAMPALLI",MPP-ZPP
KGM,JEELUGUMILLI,281501,28150101804,"APTWRS(B), Barrinkalapadu",APTW
KGM,JEELUGUMILLI,281501,28150101802,"GPS(TW), BARRINKALAPADU",TW
KGM,JEELUGUMILLI,281501,28150101803,"GPS(TW), P.CHEEMALAVARIGUDEM",TW
KGM,JEELUGUMILLI,281501,28150101901,"MPUPS, P NARAYANAPURAM",MPP-ZPP
KGM,JEELUGUMILLI,281501,28150102001,"MPPS, ROWTHUGUDEM",MPP-ZPP
KGM,JEELUGUMILLI,281501,28150102002,"MPPS, KANAKAPURAM",MPP-ZPP
KGM,JEELUGUMILLI,281501,28150102003,"GPS(TW), PAKALAGUDEM",TW
KGM,JEELUGUMILLI,281501,28150102101,"MPPS, VANKAVARIGUDEM",MPP-ZPP
KGM,JEELUGUMILLI,281501,28150102102,"GPS(TW), RAMANAKKAPETA",TW
KGM,JEELUGUMILLI,281501,28150102107,GTW PS VANKAVARI GUDEM,TW
KGM,JEELUGUMILLI,281501,28150102201,"MPPS, T GANGANNAGUDEM",MPP-ZPP
KGM,JEELUGUMILLI,281501,28150102202,"MPPS, RAVINDRANAGAR",MPP-ZPP
KGM,JEELUGUMILLI,281501,28150102203,"GPS(TW), DIBBAGUDEM",TW
KGM,JEELUGUMILLI,281501,28150102302,"GTW Ashram School(B), Madakamvarigudem",TW
KGM,JEELUGUMILLI,281501,28150102501,"MPPS, DATLAVARIGUDEM",MPP-ZPP
KGM,JEELUGUMILLI,281501,28150102601,"MPPS, RAMANNAPALEM",MPP-ZPP
KGM,JEELUGUMILLI,281501,28150102701,"MPUPS, P RAJAVARAM",MPP-ZPP
KGM,JEELUGUMILLI,281501,28150102801,"RCM PS, DARBHAGUDEM",AIDED
KGM,JEELUGUMILLI,281501,28150102803,"GPS(TW), P.CHEEMALAVARIGUDEM",TW
KGM,JEELUGUMILLI,281501,28150102804,"GPS(TW), TABBISAVARIGUDEM",TW
KGM,JEELUGUMILLI,281501,28150102805,"GPS(TW), K.PANDUVARIGUDEM",TW
KGM,JEELUGUMILLI,281501,28150102806,"MPUPS, LAXMIPURAM",MPP-ZPP
KGM,JEELUGUMILLI,281501,28150102807,"RCM HS, DARBHAGUDEM",AIDED
KGM,JEELUGUMILLI,281501,28150102901,"MPPS, SWARNAVARIGUDEM",MPP-ZPP
KGM,JEELUGUMILLI,281501,28150102902,"RCM PS, SWARNAVARIGUDEM",AIDED
KGM,JEELUGUMILLI,281501,28150102903,"GPS(TW), Pamulavarigudem",TW
KGM,BUTTAIGUDEM,281502,28150200102,"MPPS, YEPULAPADU",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150200103,"GTW Ashram School(B),Kamavaram",TW
KGM,BUTTAIGUDEM,281502,28150200201,"MPPS, PATHA ALIVERU",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150200203,"GPS(TW), GOTTALAREVU",TW
KGM,BUTTAIGUDEM,281502,28150200205,"GPS (TW), CHINTAKONDA",TW
KGM,BUTTAIGUDEM,281502,28150200204,"GPS(TW),YERRAIGUDEM",TW
KGM,BUTTAIGUDEM,281502,28150200206,"TWA PS, LANKAPAKALU",TW
KGM,BUTTAIGUDEM,281502,28150200212,"GPS(TW), REGULAPADU",TW
KGM,BUTTAIGUDEM,281502,28150200213,"GPS(TW), REPALLI",TW
KGM,BUTTAIGUDEM,281502,28150200214,"GPS(TW), REDDY BODDERU",TW
KGM,BUTTAIGUDEM,281502,28150200301,"MPPS, PANDIRIMAMIDIGUDEM",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150200302,"MPPS, GADIDABORU",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150200303,"MPPS, KAKULAVARIGUDEM",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150200305,"GPS(TW), ANTARVEDIGUDEM",TW
KGM,BUTTAIGUDEM,281502,28150200306,"GPS (TW), NAGULAGUDEM",TW
KGM,BUTTAIGUDEM,281502,28150200307,"GPS(TW), INUMURU",TW
KGM,BUTTAIGUDEM,281502,28150200308,"GTW Ashram School(B), Anthervedigudem",TW
KGM,BUTTAIGUDEM,281502,28150200401,"MPPS, CHINAJEEDIPUDI",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150200403,"MPPS, GULLAPUDI",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150200404,"GPS(TW), GOWRAMPETA",TW
KGM,BUTTAIGUDEM,281502,28150200405,"GPS(TW), VERUMADDIGUDEM",TW
KGM,BUTTAIGUDEM,281502,28150200406,"GPS(TW), DORAMAMIDI",TW
KGM,BUTTAIGUDEM,281502,28150200407,"GTW Ashram School(B), Gubbisamamidi",TW
KGM,BUTTAIGUDEM,281502,28150200408,"GPS (TW), GURRAPPAGUDEM",TW
KGM,BUTTAIGUDEM,281502,28150200409,"GPS (TW), JODE BODI GUDEM",TW
KGM,BUTTAIGUDEM,281502,28150200410,"GPS (TW), RANGAPURAM",TW
KGM,BUTTAIGUDEM,281502,28150200411,"GPS (TW), DUDDUKURU",TW
KGM,BUTTAIGUDEM,281502,28150200412,"GPS (TW), PEDAJEEDIPUDI",TW
KGM,BUTTAIGUDEM,281502,28150200413,"MPUPS, DORAMAMIDI",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150200415,"TWA  HS, DORAMAMIDI",TW
KGM,BUTTAIGUDEM,281502,28150200417,"TWA G HS, TELLAMVARIGUDEM",TW
KGM,BUTTAIGUDEM,281502,28150200414,"TWA PS, TELLAMVARIGUDEM",TW
KGM,BUTTAIGUDEM,281502,28150200420,"MPPS, GURUGUMILLI",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150200501,"MPPS, MUNJULURU",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150200801,"GPS(TW), URRINKA",TW
KGM,BUTTAIGUDEM,281502,28150200902,"GPS(TW), GOGUMILLI",TW
KGM,BUTTAIGUDEM,281502,28150201201,"MPPS, UPPARILLA",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150201301,"GPS(TW), DANDIPUDI",TW
KGM,BUTTAIGUDEM,281502,28150201601,"GTW Ashram School(B), Chinthalagudem",TW
KGM,BUTTAIGUDEM,281502,28150201701,"GPS(TW), PULIRAMUDUGUDEM",TW
KGM,BUTTAIGUDEM,281502,28150201702,"TWA HS, PULIRAMUDUGUDEM",TW
KGM,BUTTAIGUDEM,281502,28150201801,"MPPS, KANNARAPPADU",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150201802,"GPS(TW), KURSA KANNAPPAGUDEM",TW
KGM,BUTTAIGUDEM,281502,28150201901,"GPS(TW), R KOPALLE",TW
KGM,BUTTAIGUDEM,281502,28150201902,"GTW Ashram School(G), Reddy Kopalli",TW
KGM,BUTTAIGUDEM,281502,28150202001,"MPPS, RAVVARIGUDEM",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150202101,"MPPS, ITIKALAKUNTA",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150202201,"GPS(TW), PALAKUNTA",TW
KGM,BUTTAIGUDEM,281502,28150202203,"GTW Ashram School(G), Palakunta",TW
KGM,BUTTAIGUDEM,281502,28150202204,"MPPS (EAST), PALAKUNTA",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150202301,"MPPS, NIMMALAGUDEM",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150202401,"MPUPS, RAMANNAGUDEM",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150202501,"MPPS (AP), BUTTAYAGUDEM",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150202502,"MPPS, RAJIVINAGAR",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150202503,"MPPS (KP), BUTTAYAGUDEM",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150202504,"MPPS, IPPALAPADU",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150202505,"MPPS, VEERANNAPALEM",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150202506,"MPPS, KOTANAGAVARAM",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150202507,"MPPS, METTAGUDEM",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150202508,"MPPS, KOYAANKAMPALEM",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150202509,"MPPS, SEETAPPAGUDEM",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150202510,"MPPS, DASAYYAPALEM",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150202511,"MPPS, RACHURU",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150202512,"MPPS, PEDAKAPAVARAM",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150202513,"MPPS, KOLLAYAGUDEM",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150202515,"MPPS, TALLAKATTUPALLI",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150202516,"MPPS, SURAPAVARIGUDEM",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150202518,"MPPS (EAST), REGULAKUNTA",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150202519,"LUTHERN PS, MUPPIN",AIDED
KGM,BUTTAIGUDEM,281502,28150202520,"GPS(TW), CHENCHUGUDEM",TW
KGM,BUTTAIGUDEM,281502,28150202521,"GPS(TW), THATITHOTA",TW
KGM,BUTTAIGUDEM,281502,28150202522,"GPS(TW), LANKALAPALLI",TW
KGM,BUTTAIGUDEM,281502,28150202523,"GPS(TW), KAMSALIKUNTA",TW
KGM,BUTTAIGUDEM,281502,28150202526,"MPPS (MAIN), BUTTAYAGUDEM",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150202527,"MPUPS, MUPPINAVARIGUDEM",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150202528,"ZPHS, BUTTAYAGUDEM",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150202529,"GTW Ashram School(G), Lankalapalli",TW
KGM,BUTTAIGUDEM,281502,28150202530,"GPS(TW), MARRIGUDEM",TW
KGM,BUTTAIGUDEM,281502,28150202539,"GOVT JR. COLLEGE,  BUTTAY GUDEM",GOVT
KGM,BUTTAIGUDEM,281502,28150202541,GPS TW KUMMARIKUNTA,TW
KGM,BUTTAIGUDEM,281502,28150202601,"MPPS, JAGGISETTI GUDEM",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150202602,"NK PS, WEST REGULAKUNTA",AIDED
KGM,BUTTAIGUDEM,281502,28150202701,"MPPS, R GANAPAVARAM",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150202702,"MPPS, VELTURUVARIGUDEM",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150202703,"MPPS, KARREDLIAGUDEM",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150202704,"MPPS, VEERABHADRAPURAM",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150202705,"GTW Ashram School(B), Bandarlagudem",TW
KGM,BUTTAIGUDEM,281502,28150202706,"RCM PS, BEDADANURU",AIDED
KGM,BUTTAIGUDEM,281502,28150202707,"GPS(TW), VADAPALLI COLONY",TW
KGM,BUTTAIGUDEM,281502,28150202708,"ZPHS, R GANAPAVARAM",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150202801,"MPPS, JAINAVARIGUDEM",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150202901,"MPPS, MARLAGUDEM",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150203101,"PMK PS, BUSARAJUPALLE",AIDED
KGM,BUTTAIGUDEM,281502,28150203102,"GPS(TW), BUSARAJUPALLI",TW
KGM,BUTTAIGUDEM,281502,28150203103,"APTWRS(G), Busarajupalli",APTW
KGM,BUTTAIGUDEM,281502,28150203201,"SLH PS, KOMMUGUDEM",AIDED
KGM,BUTTAIGUDEM,281502,28150203204,"GPS(TW), LAKSHUMUDUGUDEM",TW
KGM,BUTTAIGUDEM,281502,28150203203,"TWA UPS,  KANGALAVARIGUDEM",TW
KGM,BUTTAIGUDEM,281502,28150203301,"GPS(TW), METTAGUDEM",TW
KGM,BUTTAIGUDEM,281502,28150203302,"GPS(TW), RAVIGUDEM",TW
KGM,BUTTAIGUDEM,281502,28150203303,"GPS(TW), CHANDRAIGUDEM",TW
KGM,BUTTAIGUDEM,281502,28150203304,"GPS(TW), K RAJAHMUNDRY",TW
KGM,BUTTAIGUDEM,281502,28150203401,"GPS(TW), NUTIRAMANNAPALEM",TW
KGM,BUTTAIGUDEM,281502,28150203402,"GTW Ashram School(B), Nutiramannapalem",TW
KGM,BUTTAIGUDEM,281502,28150203501,"GTW Ashram School(B), K.Bothappagudem",TW
KGM,BUTTAIGUDEM,281502,28150203601,"MPPS, ATCHIYAPALEM",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150203701,"GPS(TW), BANDARLAGUDEM",TW
KGM,BUTTAIGUDEM,281502,28150203801,"KOYA PS, KANDRIKAGU",AIDED
KGM,BUTTAIGUDEM,281502,28150203901,"GPS (TW), CHEEMALAVAR",TW
KGM,BUTTAIGUDEM,281502,28150204001,"TRIBAL PS, AMMAPALEM",AIDED
KGM,BUTTAIGUDEM,281502,28150204201,"GPS (TW), BANDARLAGUDEM",TW
KGM,BUTTAIGUDEM,281502,28150204101,"KOYA PS, MERAKAGUDEM",AIDED
KGM,BUTTAIGUDEM,281502,28150204301,"GPS(TW), KAMAYYAKUNTA",TW
KGM,BUTTAIGUDEM,281502,28150204302,"GTW Ashram School(G), Kamayyakunta",TW
KGM,BUTTAIGUDEM,281502,28150204502,"GPS(TW), REDDIGUDEM",TW
KGM,BUTTAIGUDEM,281502,28150204401,"MPPS, LANKA PALLE",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150204601,"MPPS, KOVVADA",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150204701,"MPPS, MUDDAPPAGUDEM",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150204801,"MPPS, PATHA RAJANAGARAM",MPP-ZPP
KGM,BUTTAIGUDEM,281502,28150204802,"GPS(TW), RAJANAGARAM",TW
KGM,BUTTAIGUDEM,281502,28150204804,"GTW Ashram School(G), Rajanagaram",TW
KGM,BUTTAIGUDEM,281502,28150204803,"GPS(TW), RAMANARSAPURAM",TW
KGM,BUTTAIGUDEM,281502,28150204901,"LUTHERN PS, PANDUGUDEM",AIDED
KGM,BUTTAIGUDEM,281502,28150205001,"GPS(TW), T.GUNJAVARAM",TW
KGM,BUTTAIGUDEM,281502,28150205201,"LUTHERN PS, K KANNAP",AIDED
KGM,BUTTAIGUDEM,281502,28150205202,"APTWRS(B), Kotaramachandrapuram",APTW
KGM,BUTTAIGUDEM,281502,28150205204,"GTW Ashram School(G), Koya Rajahmundry",TW
KGM,BUTTAIGUDEM,281502,28150205203,"LUTHERAN HS, K KANNAPURAM",AIDED
KGM,BUTTAIGUDEM,281502,28150205301,"LUTHERN PS, YERRAYAGUDEM",AIDED
KGM,BUTTAIGUDEM,281502,28150205401,"GTW Ashram School(B), Lankapakala",TW
KGM,POLAVARAM,281503,28150300102,"GOVT JR. COLLEGE,  POLAVARAM",GOVT
KGM,POLAVARAM,281503,28150300201,"GTW Ashram School(B), Koruturu",TW
KGM,POLAVARAM,281503,28150300301,"MPPS, SIVAGIRI",MPP-ZPP
KGM,POLAVARAM,281503,28150300501,"GPS(TW), Tekuru",TW
KGM,POLAVARAM,281503,28150300601,"MPPS, PYDAKULAMAMIDI",MPP-ZPP
KGM,POLAVARAM,281503,28150300602,"GTW Ashram School(G), Thutigunta",TW
KGM,POLAVARAM,281503,28150301001,"GTW Ashram School(B), Geddapalli",TW
KGM,POLAVARAM,281503,28150301101,"MPPS, KOTTURU",MPP-ZPP
KGM,POLAVARAM,281503,28150301102,"MPPS, TALLAVARAM",MPP-ZPP
KGM,POLAVARAM,281503,28150301103,"MPPS, GIJULAGONDI",MPP-ZPP
KGM,POLAVARAM,281503,28150301104,"MPPS, MULAGALAGUDEM",MPP-ZPP
KGM,POLAVARAM,281503,28150301105,"GPS(TW), VADAPALLI",TW
KGM,POLAVARAM,281503,28150301106,"MPUPS, KONDRUKOTA",MPP-ZPP
KGM,POLAVARAM,281503,28150301201,"GPS(TW), SINGANAPALLE",TW
KGM,POLAVARAM,281503,28150301202,"GTW Ashram School(B), Singannapalli",TW
KGM,POLAVARAM,281503,28150301301,"GPS(TW), UDATAPALLI",TW
KGM,POLAVARAM,281503,28150301302,"GPS(TW), CHEGONDAPALLI",TW
KGM,POLAVARAM,281503,28150301303,"GPS(TW), METTAPUKOTA",TW
KGM,POLAVARAM,281503,28150301304,"TWA HS, CHEGONDAPALLE",TW
KGM,POLAVARAM,281503,28150301401,"MPPS, PYDIPAKA",MPP-ZPP
KGM,POLAVARAM,281503,28150301501,"MPPS, JAGANNADHAPETA",MPP-ZPP
KGM,POLAVARAM,281503,28150301502,"MPPS, NUTHANNAGUDEM",MPP-ZPP
KGM,POLAVARAM,281503,28150301503,"MPPS, KRISHNARAOPETA",MPP-ZPP
KGM,POLAVARAM,281503,28150301504,"MPPS, CARMELPURAM",MPP-ZPP
KGM,POLAVARAM,281503,28150301505,"MPPS, THATAGONDI",MPP-ZPP
KGM,POLAVARAM,281503,28150301506,"MPPS, RAMAYYAPETA",MPP-ZPP
KGM,POLAVARAM,281503,28150301507,"MPPS, DEVARAGONDI",MPP-ZPP
KGM,POLAVARAM,281503,28150301508,"MPPS, MAMIDIGONDI",MPP-ZPP
KGM,POLAVARAM,281503,28150301510,"GPS(TW), KUNKALA",TW
KGM,POLAVARAM,281503,28150301511,"MPPS, KAMMARAGUDEM",MPP-ZPP
KGM,POLAVARAM,281503,28150301512,"MPPS (NO.1), POLAVARAM",MPP-ZPP
KGM,POLAVARAM,281503,28150301513,"MPPS (NO.2), POLAVARAM",MPP-ZPP
KGM,POLAVARAM,281503,28150301514,"GTW Ashram School(B), Itikalakota",TW
KGM,POLAVARAM,281503,28150301516,"GHS, POLAVARAM",GOVT
KGM,POLAVARAM,281503,28150301518,"MPPS (URDU), POLAVARAM",MPP-ZPP
KGM,POLAVARAM,281503,28150301533,GTW ASRAM BOYS HS ITIKALAKOTA,TW
KGM,POLAVARAM,281503,28150301601,"MPPS, VENKATAREDDYGUDEM",MPP-ZPP
KGM,POLAVARAM,281503,28150301603,"GPS(TW), KOMMUGUDEM",TW
KGM,POLAVARAM,281503,28150301605,"SRKKH AD PS, VINJARAM",AIDED
KGM,POLAVARAM,281503,28150301606,"GPS(TW), GTW Ashram School(G), Bodigudem",TW
KGM,POLAVARAM,281503,28150301701,"GPS(TW), NAGAMPALEM",TW
KGM,POLAVARAM,281503,28150301608,"GPS(TW), TANALAKUNTA",TW
KGM,POLAVARAM,281503,28150301703,"MPPS, PEDARALA",MPP-ZPP
KGM,POLAVARAM,281503,28150301704,"MPPS, MANUGOPULA",MPP-ZPP
KGM,POLAVARAM,281503,28150301901,"GTW Ashram School(G), Chintapalli",TW
KGM,POLAVARAM,281503,28150301902,"GPS(TW), JILLELAGUDEM",TW
KGM,POLAVARAM,281503,28150301903,"LUTEREN UPS, LND PET",AIDED
KGM,POLAVARAM,281503,28150301904,"GTW Ashram School(B), Kunkala",TW
KGM,POLAVARAM,281503,28150302001,"MPPS, PRAGADAPALLE",MPP-ZPP
KGM,POLAVARAM,281503,28150302002,"GPS(TW), RAMANNAPALEM",TW
KGM,POLAVARAM,281503,28150302003,"LRK PS, GARLAGOYYI",AIDED
KGM,POLAVARAM,281503,28150302004,"HINDU PS, PRAGADAPALLE",AIDED
KGM,POLAVARAM,281503,28150302005,"SREE RAMA HINDU PS, POLAVARAM",AIDED
KGM,POLAVARAM,281503,28150302006,"MPPS, GUNJAVARAM",MPP-ZPP
KGM,POLAVARAM,281503,28150302202,"MPPS, PATHAPATTISAM",MPP-ZPP
KGM,POLAVARAM,281503,28150302203,"MPPS, PATTISAM",MPP-ZPP
KGM,POLAVARAM,281503,28150302204,"MPPS (KV), PATTISAM",MPP-ZPP
KGM,POLAVARAM,281503,28150302301,"MPPS (SPL), GUTALA",MPP-ZPP
KGM,POLAVARAM,281503,28150302205,"ZPHS, PATTISAM",MPP-ZPP
KGM,POLAVARAM,281503,28150302302,"MPPS (KV), GUTALA",MPP-ZPP
KGM,POLAVARAM,281503,28150302303,"MPPS, MAHALAKSHMI PETA",MPP-ZPP
KGM,POLAVARAM,281503,28150302304,"MPPS, KOTHA PATTISAM",MPP-ZPP
KGM,POLAVARAM,281503,28150302305,"MPPS (MAIN), GUTALA",MPP-ZPP
KGM,POLAVARAM,281503,28150302306,"ZPHS, GUTALA",MPP-ZPP
KGM,TALLAPUDI,281504,28150400201,"MPPS (SPL), TADIPUDI",MPP-ZPP
KGM,TALLAPUDI,281504,28150400202,"MPPS (MAIN), TADIPUDI",MPP-ZPP
KGM,TALLAPUDI,281504,28150400210,"GOVT JR. COLLEGE,  VEGESWARAPURAM",GOVT
KGM,TALLAPUDI,281504,28150400301,"MPPS, RAGOLAPALLI",MPP-ZPP
KGM,TALLAPUDI,281504,28150400401,"MPPS, TUPAKULAGUDEM",MPP-ZPP
KGM,TALLAPUDI,281504,28150400501,"AA PS, POCHAVARAM",AIDED
KGM,TALLAPUDI,281504,28150400502,"MPUPS, POCHAVARAM",MPP-ZPP
KGM,TALLAPUDI,281504,28150400601,"MPPS, PYDIMETTA",MPP-ZPP
KGM,TALLAPUDI,281504,28150400701,"MPPS (SPL), PRAKKILANKA",MPP-ZPP
KGM,TALLAPUDI,281504,28150400702,"MPPS (MAIN), PRAKKILANKA",MPP-ZPP
KGM,TALLAPUDI,281504,28150400801,"MPPS (NO.2), GAJJARAM",MPP-ZPP
KGM,TALLAPUDI,281504,28150400803,"MPPS (R), GAZZARAM",MPP-ZPP
KGM,TALLAPUDI,281504,28150400903,"MPPS, SURAYYAPETA",MPP-ZPP
KGM,TALLAPUDI,281504,28150400902,"MPPS (MAIN), ANNADEVARAPETA",MPP-ZPP
KGM,TALLAPUDI,281504,28150400804,"ZPHS, GAZZARAM",MPP-ZPP
KGM,TALLAPUDI,281504,28150400904,"MPPS (BC), ANNADEVARAPETA",MPP-ZPP
KGM,TALLAPUDI,281504,28150400905,"RCM PS, ANNADEVARAPETA",AIDED
KGM,TALLAPUDI,281504,28150400906,"ZPHS, ANNADEVARAPETA",MPP-ZPP
KGM,TALLAPUDI,281504,28150401101,"MPPS (R), TALLAPUDI",MPP-ZPP
KGM,TALLAPUDI,281504,28150401201,"MPPS (SPL), TALLAPUDI",MPP-ZPP
KGM,TALLAPUDI,281504,28150401202,"SVH PS, TALLAPUDI",AIDED
KGM,TALLAPUDI,281504,28150401203,"ZPHS, TALLAPUDI",MPP-ZPP
KGM,TALLAPUDI,281504,28150401301,"MPPS (JB), VEGESWARAPURAM",MPP-ZPP
KGM,TALLAPUDI,281504,28150401302,"MPPS (MAIN), VEGESWARAPURAM",MPP-ZPP
KGM,TALLAPUDI,281504,28150401303,"GHS, VEGESWARAPURAM",GOVT
KGM,TALLAPUDI,281504,28150401401,"MPPS (JB), BALLIPADU",MPP-ZPP
KGM,TALLAPUDI,281504,28150401402,"MPPS (SPL), BALLIPADU",MPP-ZPP
KGM,TALLAPUDI,281504,28150401501,"MPPS (MAIN), PEDDEVAM",MPP-ZPP
KGM,TALLAPUDI,281504,28150401502,"MPPS (SPL), PEDDEVAM",MPP-ZPP
KGM,TALLAPUDI,281504,28150401503,"ZPHS, PEDDEVAM",MPP-ZPP
KGM,TALLAPUDI,281504,28150401601,"MPPS, TIRUGUDUMETTA",MPP-ZPP
KGM,TALLAPUDI,281504,28150401802,"MPPS (SPL), MALAKAPALLI",MPP-ZPP
KGM,TALLAPUDI,281504,28150401602,"MPUPS, TIRUGUDUMETTA",MPP-ZPP
KGM,TALLAPUDI,281504,28150401801,"MPPS (R), MALAKAPALLI",MPP-ZPP
KGM,TALLAPUDI,281504,28150401803,"MPPS (KP), MALAKAPALLI",MPP-ZPP
KGM,TALLAPUDI,281504,28150401804,"ZPHS, MALAKAPALLI",MPP-ZPP
KGM,TALLAPUDI,281504,28150401901,"MPPS, RAVURUPADU",MPP-ZPP
KGM,GOPALAPURAM,281505,28150500101,"MPPS, SAGIPADU",MPP-ZPP
KGM,GOPALAPURAM,281505,28150500201,"MPPS, DONDAPUDI",MPP-ZPP
KGM,GOPALAPURAM,281505,28150500202,"MPPS  (SPL), DONDAPUDI",MPP-ZPP
KGM,GOPALAPURAM,281505,28150500301,"MPPS (MAIN), RAJAMPALEM",MPP-ZPP
KGM,GOPALAPURAM,281505,28150500302,"MPPS, NARASANNAPALEM",MPP-ZPP
KGM,GOPALAPURAM,281505,28150500303,"MPPS, HUKUMPETA",MPP-ZPP
